Record type	Identity	Value
definition	SD-RUL-RTE-001@1	contracts/routing-policy.md#sd-rul-rte-001--decideroutingrevisionuserelease	sha256:2da4ad4bef15e652ced0be32f667de75ea56afddf28479c5cce93efed0c95835
definition	SD-RUL-TIM-001@1	contracts/camera-observation.md#sd-rul-tim-001--resolvestartconfirmationrace	sha256:5bf04817a99fc3cec9bf090f9649a321e4211b069b55c7242b8a3a65de6282bf
definition	SD-RUL-TOL-001@1	contracts/finite-conversation.md#sd-rul-tol-001--resolvetoolterminalrace	sha256:bb4892002069ec3e39e58db84a634b5a9cc16f76db26f40d0fa82115b4fe5f91
definition	SD-RUL-TOL-002@1	contracts/finite-conversation.md#sd-rul-tol-002--validateskillexecutiongrant	sha256:2342381c57eed1285075a19780e1611486d2f88b95530eef28277cd9c71708e3
definition	SD-RUL-TOL-003@1	contracts/finite-conversation.md#sd-rul-tol-003--resolvetooloperationuncertainty	sha256:a791b6b76237f5f082c254d048a450d3c1138a7b1d4401d36236480480272bec
definition	SD-STA-AGT-001@1	contracts/finite-conversation.md#sd-sta-agt-001--agentsessionstate	sha256:124e3fe7d753962f2e12edd32b24419d438f23f140c49a03a7f229e815e11d8e
definition	SD-STA-ART-001@1	contracts/camera-observation.md#sd-sta-art-001--artifactlifecyclestate	sha256:390359c591862a7e1553237d5da36eb4f2b78ffc4707421596d75deef39d9017
definition	SD-STA-AUT-001@1	contracts/configuration-application.md#sd-sta-aut-001--authorizationpolicystate	sha256:17248b46e94a1579d6d0aec7fdf7cd847779cf1926de644b39e5453ca5060207
definition	SD-STA-BRP-001@1	contracts/routing-policy.md#sd-sta-brp-001--behaviorroutingpolicystate	sha256:90e343db47d517925c8258cc175f59d24aa1c3ba7ddcef9d093e9eb72b8c8d6e
definition	SD-STA-CFG-001@1	contracts/configuration-application.md#sd-sta-cfg-001--configurationdocumentstate	sha256:793f92f44098f21f785e783f875173b0567b2980a374475f45537552c8757f52
definition	SD-STA-CFG-002@1	contracts/configuration-application.md#sd-sta-cfg-002--configurationapplicationstate	sha256:2192833c429f54dae92c1ddde0ebe0db94f2a7de8a38749313eedd48520dae2e
definition	SD-STA-CNV-001@1	contracts/finite-conversation.md#sd-sta-cnv-001--conversationstate	sha256:e4d6de5a2e2e30b24d38c27fb8578b69f6ca3f18e093826c6145bfebb87056d1
definition	SD-STA-DAT-001@1	contracts/camera-observation.md#sd-sta-dat-001--dataclassificationstate	sha256:fa847fb8ae0ca19d02524cd361ec63b21f09572636f9f800bcfcd5908929cc27
definition	SD-STA-DEV-001@1	contracts/runtime-binding.md#sd-sta-dev-001--deviceruntimestate	sha256:e8ffd94cb40066d377ca7126764b8b01e13f6ca63c08b9ca6d96fb4fdab89fa3
definition	SD-STA-DEX-001@1	contracts/camera-observation.md#sd-sta-dex-001--devicetestexclusionstate	sha256:ebacf1a5e9f24abbb8ee63dea1897d491116f3c3e5543ca02a367eff7d7b2661
definition	SD-STA-DPF-001@1	contracts/runtime-binding.md#sd-sta-dpf-001--physicalcapabilityprofilestate	sha256:af8f19c7f31aca1e5f67089320c865fbbc125be9486b3aecc6b432adad33743d
definition	SD-STA-EXE-001@1	contracts/execution.md#sd-sta-exe-001--executionstate	sha256:4731c227b835c7c49a52d4c76e2bace0f0674cb88468a3564eca6a1d2189370f
definition	SD-STA-INT-001@1	contracts/finite-conversation.md#sd-sta-int-001--interactionstate	sha256:1c20732cab3645758ca810815b7240664bf530e02751d390635ec04239bd6516
definition	SD-STA-IRP-001@1	contracts/routing-policy.md#sd-sta-irp-001--inferenceroutingpolicystate	sha256:50a9cfa06c543e006c1b76297fae4e6c7b934ca8a3404f5a08984288569e713c
definition	SD-STA-MBP-001@1	contracts/runtime-binding.md#sd-sta-mbp-001--memoryproviderruntimestate	sha256:11840ebdbb8621924286744d3b4578a4c074b558f5943536af80d11eaa8d67a3
definition	SD-STA-MEM-001@1	contracts/finite-conversation.md#sd-sta-mem-001--memorystate	sha256:ac8234b0cfb70cc31d74d1c796b9ede58cabf9a1d19ccf9ca158ca14b02d7007
definition	SD-STA-MIG-001@1	contracts/migration-and-restart.md#sd-sta-mig-001--migrationstate	sha256:d7f1d95cd5e728142629bd3c07c61b8e00f786b702a8937e758750370a3b55cc
definition	SD-STA-NOT-001@1	contracts/finite-conversation.md#sd-sta-not-001--notificationpolicystate	sha256:333be0846fe7b0c135165a7fb820afff77b09a76c37379d9bf171395e1e45c19
definition	SD-STA-PAP-001@1	contracts/camera-observation.md#sd-sta-pap-001--physicalactionpolicystate	sha256:1cb1f8eb322ae6abf9723100a02b0faae62f87079b443db894a3b416f9476372
definition	SD-STA-PHY-001@1	contracts/camera-observation.md#sd-sta-phy-001--physicalobservationstate	sha256:447dd79a101cdae25f7989d53ac5d7f30adfe8c29510408b32c8aa7eed56a803
definition	SD-STA-PRV-001@1	contracts/runtime-binding.md#sd-sta-prv-001--inferenceproviderruntimestate	sha256:fcd09aa51775a0b7dce1653996cf754d220584149b753b00a2f4e1a9ccca6273
definition	SD-STA-QLI-001@1	contracts/finite-conversation.md#sd-sta-qli-001--qualiastate	sha256:08960b3df57fe37c4dada2429b597c685a3b85121759bd9ad19e03bbd28def2f
definition	SD-STA-QPR-001@1	contracts/runtime-binding.md#sd-sta-qpr-001--qualityprofilestate	sha256:ce49e3039fe64a0ca028861415c1b0284e2c769c24072dbae901576a9ab37cb1
definition	SD-STA-RCP-001@1	contracts/runtime-binding.md#sd-sta-rcp-001--runtimecandidateprobeprofilestate	sha256:dc7034ac8aaeaec19ee4e6261f438592dd93e94e9c0ac6e00c3bf10ea28ee543
definition	SD-STA-RST-001@1	contracts/migration-and-restart.md#sd-sta-rst-001--runtimerestartstate	sha256:10cb2857e63f66d22ecdfa55efb92fc0829221853aa167f1e14d4ebe14842269
definition	SD-STA-SBR-001@1	contracts/runtime-binding.md#sd-sta-sbr-001--sbertruntimestate	sha256:e755d93d9b2097e750ddbeb40761d835d09f3d58840a2f2a1edd9bac947f1945
definition	SD-STA-SRC-001@1	contracts/runtime-binding.md#sd-sta-src-001--sourceruntimestate	sha256:3dcc051a85b604ef739c809db0ba86b89900641550db9da1249aef5b9c170be6
definition	SD-STA-STT-001@1	contracts/runtime-binding.md#sd-sta-stt-001--sttruntimestate	sha256:582fba5c1425ed7c9bbe1db2968380afac6fb361239eae33a5642377c83729b7
definition	SD-STA-TTS-001@1	contracts/runtime-binding.md#sd-sta-tts-001--ttsruntimestate	sha256:b08f5c31238ad3549a72d258f0b8ae0c87007d6c5aa030101ad550b93703be06
definition	SD-STA-WAK-001@1	contracts/runtime-binding.md#sd-sta-wak-001--wakeruntimestate	sha256:935b7bc0ab603a9c44143c50655ae7315764bd51823c28789051e97f32fed596
definition	SD-TRN-AGT-001@1	contracts/finite-conversation.md#sd-trn-agt-001--applyagentbinding	sha256:c74d2b376517bceed533dbafd661501cca862f04e1097b3e56477cc81080d6f9
definition	SD-TRN-AGT-002@1	contracts/finite-conversation.md#sd-trn-agt-002--applythreadresetbarrier	sha256:2662df122e35bbd4920d5d1cbf9f766d98805c9aa072193bb7fae229aedbdd46
definition	SD-TRN-AGT-003@1	contracts/finite-conversation.md#sd-trn-agt-003--applyfreshcontinuitybinding	sha256:4d2966346b94f481398ccda3f1ef9a1f9978773e14db6034bfb9967bd2c7817e
definition	SD-TRN-AGT-004@1	contracts/finite-conversation.md#sd-trn-agt-004--applythreadcompactionresult	sha256:7db80c6d541b3189bc2c14df4e0d8b1d8fc6036458191acf48652e026c70aa2d
definition	SD-TRN-AGT-005@1	contracts/finite-conversation.md#sd-trn-agt-005--applyagentroutegap	sha256:d46fb80047d1b9801a18afdf689c252900296bb78ca9d4e93ce99ba1a8abc76c
definition	SD-TRN-AGT-006@1	contracts/finite-conversation.md#sd-trn-agt-006--applyagentterminalwinner	sha256:4583a71f7a0464ac364e09421810387a8ea40c95f9e2bcbd6b5d7a1c06006840
definition	SD-TRN-AGT-007@1	contracts/finite-conversation.md#sd-trn-agt-007--applycodexappserverruntimeobservation	sha256:d680394d63760d25dc04638bafb7a066f4ed0afe3b793340239a477783eeb4af
definition	SD-TRN-AGT-008@1	contracts/finite-conversation.md#sd-trn-agt-008--applyagentruntimebindinguse	sha256:318087ba5bb797567cab4c01a42eaccdfbd1588abaf28feb884356e13c5ed9e5
definition	SD-TRN-AGT-009@1	contracts/finite-conversation.md#sd-trn-agt-009--applyagentturnrecoveryobservation	sha256:edac6ed1938999590d5ed2625bd5a3a88f00b067fb3b9ea9a8f021b673e928b7
definition	SD-TRN-AGT-010@1	contracts/finite-conversation.md#sd-trn-agt-010--applythreadresetrecoveryobservation	sha256:3447f4b5f925ccb7e5ae07dca4d0dff192efb277edfc79521fcdba691548dcd9
definition	SD-TRN-AGT-011@1	contracts/finite-conversation.md#sd-trn-agt-011--applyagentturnrecoveryresolution	sha256:8e5c5e83efd12b79385c33935985b34ecc97dbc67dfda8f3effd362cd74755bb
definition	SD-TRN-AGT-012@1	contracts/finite-conversation.md#sd-trn-agt-012--applythreadresetrecoveryresolution	sha256:d4b4efba77c36218823c52904c9a65c2e0f4aeb4629fdb33fa8ce5c7e4b65a48
definition	SD-TRN-AGT-013@1	contracts/finite-conversation.md#sd-trn-agt-013--beginexplicitcontinuityrestart	sha256:6ac12c6f9945fc19001c6a6b65e60b8ea38fff3d97db01b8ae7e8d9c65b07ca2
definition	SD-TRN-ART-001@1	contracts/camera-observation.md#sd-trn-art-001--reserveartifact	sha256:33948230671672cada59eb550cdc827c614727010d70406daa3ddebba535d4e0
definition	SD-TRN-ART-002@1	contracts/camera-observation.md#sd-trn-art-002--applyartifactresult	sha256:e273bf19040f56b9b4eef89f4d271d3d0c94ef4e744bdcefb40f7ee879b824a3
definition	SD-TRN-AUT-001@1	contracts/configuration-application.md#sd-trn-aut-001--applyauthorizationpolicyconfiguration	sha256:c4bc012f01c739bd497f1881251eaec1faef8d1212a4ebb5fc35079ba133f970
definition	SD-TRN-BRP-001@1	contracts/routing-policy.md#sd-trn-brp-001--applybehaviorroutingpolicyconfiguration	sha256:e8d4ba16f8212a6abd7e62745ea7735a3edd7b682ae857dbb4ba2c86dce92dbe
definition	SD-TRN-BRP-002@1	contracts/routing-policy.md#sd-trn-brp-002--applybehaviorroutingrevisionuse	sha256:6e3347b56184306d41621a4ee3e0f6cadc41a8f7a53248b6f3890c2d36aa3c19
definition	SD-TRN-CFG-001@1	contracts/configuration-application.md#sd-trn-cfg-001--prepareconfigurationdocumentwrite	sha256:4b085ac3c1afc443d20e0544c8ae35c507411d74c638d25b71b1b5e2434e515b
definition	SD-TRN-CFG-002@1	contracts/configuration-application.md#sd-trn-cfg-002--commitdesiredconfiguration	sha256:060f59ba3b591018ef13a095a67a5c0e49a1ee68de2fb97028e13326326d94f3
definition	SD-TRN-CFG-003@1	contracts/configuration-application.md#sd-trn-cfg-003--applyconfigurationstepresult	sha256:0db80926ff8205808ed56cf48035e69f00f108e7854b9b198c173cd61b1e1c13
definition	SD-TRN-CFG-004@1	contracts/configuration-application.md#sd-trn-cfg-004--applyeffectiveatomicgroupactivation	sha256:e7c880054e0c78e927d1a0c1df813abbbcf3264b2079499902448534679be0d1
definition	SD-TRN-CFG-005@1	contracts/configuration-application.md#sd-trn-cfg-005--cancelconfigurationapplicationtransition	sha256:c4f221f4b55569fcce06e7c40b89147c272338482b6c71516ef1daaa632b1bbc
definition	SD-TRN-CFG-006@1	contracts/configuration-application.md#sd-trn-cfg-006--applyconfigurationrevisionuse	sha256:188b999eb9c0e309855bcfbcc183aaddf285d77ba4edd58a65748dc44633786d
definition	SD-TRN-CFG-007@1	contracts/configuration-application.md#sd-trn-cfg-007--applyconfigurationpersistencerecoveryresolution	sha256:269fef200842eb43bb133ea182e330328fe71272b10e5a1c8efe372e75d8f322
definition	SD-TRN-CNV-001@1	contracts/finite-conversation.md#sd-trn-cnv-001--openconversationturn	sha256:92bb80529bad22588b9fe1ca77baee6aaef54e7a6b97dd1f44d584e1a613abe3
definition	SD-TRN-CNV-002@1	contracts/finite-conversation.md#sd-trn-cnv-002--acceptconversationresponse	sha256:8c2573d95a8ba242387f5b18d3838c5bbd42f4ef4fedb2562120ada353719bcb
definition	SD-TRN-CNV-003@1	contracts/finite-conversation.md#sd-trn-cnv-003--completeconversationturn	sha256:0faf7cab728a7cd0827e57f91abf29354db336d1aac4d957d5d1d4d209d7c461
definition	SD-TRN-CNV-004@1	contracts/finite-conversation.md#sd-trn-cnv-004--consumeproposalbudget	sha256:76e06443b5359d12391cb73e74c2a64e42ef412754d794f696cd045e3fbd8d0d
definition	SD-TRN-CNV-005@1	contracts/finite-conversation.md#sd-trn-cnv-005--applytoolrecoveryobservation	sha256:96224aa6b053210685c1e66010c788d5019b76e0c5474190401623920557b7fc
definition	SD-TRN-CNV-006@1	contracts/finite-conversation.md#sd-trn-cnv-006--applytoolrecoveryresolution	sha256:6a9c95c2ff7b1c96b383f26c4ae9c3ca276e27706d0a1ca3b01ce239132f6b4c
definition	SD-TRN-CNV-007@1	contracts/finite-conversation.md#sd-trn-cnv-007--applyfiniteconversationresumecheckpoint	sha256:287f77fbcd0fb6ea51d2003835266e51388cd6bfcc5d19d01456cf64ac366645
definition	SD-TRN-CNV-008@1	contracts/finite-conversation.md#sd-trn-cnv-008--registernextfiniteconversationsafecheckpoint	sha256:2cc5dee29530daa69f183cebabbab43191da076f07691f6420f30b4e9e52b61b
definition	SD-TRN-CNV-009@1	contracts/finite-conversation.md#sd-trn-cnv-009--applyfiniteconversationresumeclaimrejection	sha256:e6f0ba2cb2847178070a735d654652071e9dea7bcdf4784df8023cf1f799981f
definition	SD-TRN-DAT-001@1	contracts/camera-observation.md#sd-trn-dat-001--recordclassificationdecision	sha256:1d2c4ef3caa2533421d16f4da6cd6e1991c0402be369c4b46d5cc715a5b2b19e
definition	SD-TRN-DAT-002@1	contracts/camera-observation.md#sd-trn-dat-002--applydatapolicyconfiguration	sha256:37d1f2dca0f744685801fef72a813b48f22c67efdcdc5f4678619aba64eae4a5
definition	SD-TRN-DEV-001@1	contracts/runtime-binding.md#sd-trn-dev-001--applydeviceruntimetransition	sha256:0a789bfc23ac1da5bbfd6e0aa1cb26889997f042f24b2b9f9beba54275901543
definition	SD-TRN-DEX-001@1	contracts/camera-observation.md#sd-trn-dex-001--applydevicetestexclusionresult	sha256:939bd8a1cb7e8501350b3353c588d7f3177c9363633bbf4e540b9bc9601c7fa3
definition	SD-TRN-DPF-001@1	contracts/runtime-binding.md#sd-trn-dpf-001--registerphysicalcapabilityprofilerevision	sha256:f4e6ccbd59a2c2d978a02a49f48cd8391474609f307628788be15beb876d9a75
definition	SD-TRN-DPF-002@1	contracts/runtime-binding.md#sd-trn-dpf-002--activatephysicalcapabilityprofilerevision	sha256:c9c201a994ce4c277a7c4e14dfa1589f004d1df14859199162ca0dfcf9f7eb50
definition	SD-TRN-DPF-003@1	contracts/runtime-binding.md#sd-trn-dpf-003--applyphysicalprofilerevisionuse	sha256:f695df64a3f2c8a1b60a6bb4c72a2230c1640c85a9417aeca354d5404b1d4642
definition	SD-TRN-EXE-001@1	contracts/execution.md#sd-trn-exe-001--registergraphandpending	sha256:75b6a132b840ea4938e99f906eb8c44a876202c0bd3535891e02c37a2bb47b24
definition	SD-TRN-EXE-002@1	contracts/execution.md#sd-trn-exe-002--applydispatchclaim	sha256:9346729f0230eb386f0497009b3d70151ec49473a152e66bdce83202b61c2493
definition	SD-TRN-EXE-003@1	contracts/execution.md#sd-trn-exe-003--applyoccurrenceresult	sha256:71ca48f2e64580ae0696d6d3e588f949bf7d4a2ad2882fef4a3af5204c6690d5
definition	SD-TRN-EXE-004@1	contracts/execution.md#sd-trn-exe-004--revokeexecutionsubjectdescendants	sha256:78fe93a2dfd74422d1c42dd8cb452b58ac3f5fbee9d2c87f04eff4775e3018ed
definition	SD-TRN-EXE-005@1	contracts/camera-observation.md#sd-trn-exe-005--applystartconfirmationrace	sha256:803780675ebb3e520cc203053b6c82c5162fcc858e3314d49d7c9d9922d2aab2
definition	SD-TRN-EXE-006@1	contracts/execution.md#sd-trn-exe-006--releaseresourcelease	sha256:65a28f5554fa2dfb28cd727e7b435a80926f37fe66d5dcd14689030b819f9acf
definition	SD-TRN-EXE-007@1	contracts/execution.md#sd-trn-exe-007--applyguardfact	sha256:0b859bf5f1c130a6ba1ecda9326a820d08d1854cebf661d18876358c821e1ef8
definition	SD-TRN-EXE-008@1	contracts/execution.md#sd-trn-exe-008--applycompetingoccurrencewinner	sha256:0b0aa8a64e996ed36e1bcdfc4f6fb70ca946cd327813812278e24ae4c9224c3c
definition	SD-TRN-EXE-009@1	contracts/execution.md#sd-trn-exe-009--advanceguardfactlifecycle	sha256:0de93acaee1375e34bf76958a78ca7a1646e2491ad81b0e5b211bff5855c332e
definition	SD-TRN-EXE-010@1	contracts/execution.md#sd-trn-exe-010--transferresourceleasetorecoverycustody	sha256:e1f5d2f0d1263af353a2ca5f6aa5aeb67307010812184afe150ce6c36c9f1439
definition	SD-TRN-EXE-011@1	contracts/execution.md#sd-trn-exe-011--applyrecoverycustodyresolution	sha256:98f45f988611de2d115e2c9ab73d39225ed78fbcd5a1da247e7589a01846dab1
definition	SD-TRN-EXE-012@1	contracts/execution.md#sd-trn-exe-012--finalizerecoverycustody	sha256:8ee43f3437590f612737814118ba1cf61c8d05bfffbb474be4474e9ad1f1baac
definition	SD-TRN-EXE-013@1	contracts/execution.md#sd-trn-exe-013--applyexecutionresumeplan	sha256:2f205667181b64f11afe4e3e41c876eb480b6300b60301bc72a7228e2e81bd6f
definition	SD-TRN-EXE-014@1	contracts/execution.md#sd-trn-exe-014--applycheckpointresumeclaimoutcome	sha256:a0326e87dbe6cd6c8f114e14358c2b01e35dfc5f3511064f9eb03a904b897e80
definition	SD-TRN-EXE-015@1	contracts/execution.md#sd-trn-exe-015--initializeexecutionlineage	sha256:89dfdf104e98a358296d14811a9381427449d106e4a32be40c87be45e60e9935
definition	SD-TRN-INT-001@1	contracts/finite-conversation.md#sd-trn-int-001--applyinteractionadmission	sha256:82d558631847b341e2cd5883e729edda974eace8f98ed694606cca26e2c39514
definition	SD-TRN-INT-002@1	contracts/finite-conversation.md#sd-trn-int-002--applyinteractionterminalresult	sha256:53879c151c845c8964c9993f47bbed3b0ed7712fb96384519607539b30e64f17
definition	SD-TRN-IRP-001@1	contracts/routing-policy.md#sd-trn-irp-001--applyinferenceroutingpolicyconfiguration	sha256:408ea32a134d0cfbcd3aa1740548a84a8ea4fd36d4a235fe7bd030fa9c032a51
definition	SD-TRN-IRP-002@1	contracts/routing-policy.md#sd-trn-irp-002--applyinferenceroutingrevisionuse	sha256:1b3cc93cd64e8598bb6c87de82956c2b83bf1c1ab0371abdea6f184408a073d2
definition	SD-TRN-MBP-001@1	contracts/runtime-binding.md#sd-trn-mbp-001--applymemoryproviderruntimetransition	sha256:2883065bda5ac7789d57531a770a663678a5172a42392c7098463b3bf1be8c06
definition	SD-TRN-MEM-001@1	contracts/finite-conversation.md#sd-trn-mem-001--applyrecallresult	sha256:ca86a9bf45af36fe3af6acae800e572613bf05915acc639d68cfe92e342d4585
definition	SD-TRN-MEM-002@1	contracts/finite-conversation.md#sd-trn-mem-002--applymemorysaveresult	sha256:216f4068adf38372cc9f452eeb0565249f4a9ce1fb71b9d2c0f17cbbf2c2c6e9
definition	SD-TRN-MEM-003@1	contracts/finite-conversation.md#sd-trn-mem-003--beginmemorydelete	sha256:2edea7485f74edbe212eebdf7365d963fbaa948e39eb5584abb1f251ade5f15c
definition	SD-TRN-MEM-004@1	contracts/finite-conversation.md#sd-trn-mem-004--applymemorydeleteresult	sha256:f4b37597201c5391ce3ae2b4559cc28614c4a063850ef6c8e469625fce281ad7
definition	SD-TRN-MEM-005@1	contracts/finite-conversation.md#sd-trn-mem-005--commitmemoryresetbarrier	sha256:f38f3def13a15d1986f708a8cf26f57d7120dd2a1328a62dcf93729a628333c0
definition	SD-TRN-MEM-006@1	contracts/finite-conversation.md#sd-trn-mem-006--applymemoryresetresult	sha256:f15f8a87eba0c0bc65b0ffff5ae5f67ca393406dae89a04d477cc1ba2620802c
definition	SD-TRN-MEM-007@1	contracts/finite-conversation.md#sd-trn-mem-007--beginexplicitmemorysave	sha256:8442f9da07f50c7279be1be7c6cd8ef6cb9bb35b6108d7c75240279c4ca5a5cc
definition	SD-TRN-MEM-008@1	contracts/finite-conversation.md#sd-trn-mem-008--applyexplicitmemorysaveresult	sha256:e35b12b43584afe511bf9683386cb8f78cebc823c68a1b3a749b6c38465967fc
definition	SD-TRN-MEM-009@1	contracts/finite-conversation.md#sd-trn-mem-009--applymemorypolicyconfiguration	sha256:8e7c9ea9d0e5cf392da7a87c49c829333f16034d808b2e76e0294f8c29482a4d
definition	SD-TRN-MIG-001@1	contracts/migration-and-restart.md#sd-trn-mig-001--recordmigrationoperationresult	sha256:2250effcc0ea0144569775ae4d3aee49783fb1bee5c7fd076a726d802f4f984f
definition	SD-TRN-MIG-002@1	contracts/migration-and-restart.md#sd-trn-mig-002--applymigrationrecoveryobservation	sha256:433b1bfa9227496dc222c34f2d1527fd9eb52fed27bed7a36d34af20396e8237
definition	SD-TRN-MIG-003@1	contracts/migration-and-restart.md#sd-trn-mig-003--recordmigrationrecoveryresolution	sha256:2f3b4844d2c4337fb603acdfe9a18b74e69787c93e5bef3225991232b3ae7ddd
definition	SD-TRN-MIG-004@1	contracts/migration-and-restart.md#sd-trn-mig-004--advancemigrationstage	sha256:13c5462a26fc08b1006c22a12817bc015b5486a527b583ed290dfd6d0f88c950
definition	SD-TRN-MIG-005@1	contracts/migration-and-restart.md#sd-trn-mig-005--registermigrationrecoverybranch	sha256:b7245d01d47ea5f9c961f7824dbb59e6347ddfb4915b47548b4302162cf8eda0
definition	SD-TRN-NOT-001@1	contracts/finite-conversation.md#sd-trn-not-001--applynotificationpolicyconfiguration	sha256:21edbf90317953909e98357182e0fe000254f2aff614ff4f8e7132ddf7035cb9
definition	SD-TRN-PAP-001@1	contracts/camera-observation.md#sd-trn-pap-001--applyphysicalactionpolicyconfiguration	sha256:faebb018fb5f9fb93de554f048126222535f396e5ea233ffd82a2fc4f8cdef6d
definition	SD-TRN-PHY-001@1	contracts/camera-observation.md#sd-trn-phy-001--recordphysicalevidence	sha256:be07ea49600da6e619b2760a651c08d92fb5d250ef90a9dea1a6ff389ef60d10
definition	SD-TRN-PHY-002@1	contracts/camera-observation.md#sd-trn-phy-002--applyresourcerecoverydecision	sha256:385bcfaacfd6865b03a5a7ff00ef26db54986e81a1625022318bfc8014b955e0
definition	SD-TRN-PRV-001@1	contracts/runtime-binding.md#sd-trn-prv-001--applyinferenceproviderruntimetransition	sha256:9e9b1b569a7619d7a72606b01ce72c6f5f63ec647805698f90e25d500e007b9c
definition	SD-TRN-QLI-001@1	contracts/finite-conversation.md#sd-trn-qli-001--applyqualialifecycle	sha256:7db95856b37ead2550f5d91c537c4f30d2f112d1ba744bfc866c8f301e181f56
definition	SD-TRN-QLI-002@1	contracts/finite-conversation.md#sd-trn-qli-002--applyqualiarecoverydecision	sha256:595f8a9daddc3231dd417f05cd7bfa45a0e940abd5aac0b02595f96784f3df42
definition	SD-TRN-QPR-001@1	contracts/runtime-binding.md#sd-trn-qpr-001--applyqualityprofiletransition	sha256:9baaea083aa438d87f2215b221a95d5dce3ab8202235662dc336286bcda528a3
definition	SD-TRN-RCP-001@1	contracts/runtime-binding.md#sd-trn-rcp-001--registerruntimecandidateprobeprofilerevision	sha256:28e0b3e0454eabe51f5064383e0c3c08468056d2256c9f2da72ee53fa2e0fd2f
definition	SD-TRN-RCP-002@1	contracts/runtime-binding.md#sd-trn-rcp-002--applyruntimecandidateprobeprofileproofpromotion	sha256:45aa9268aef984b717899bb9d1e351927e92974c9a18594bf14be9cb9b508b1a
definition	SD-TRN-RCP-003@1	contracts/runtime-binding.md#sd-trn-rcp-003--applyruntimecandidateprobeprofilerevisionuse	sha256:37a9ac283ad9d41fb92a60812369f404560fe8b26bc115e23ca80c88e011a181
definition	SD-TRN-RCP-004@1	contracts/runtime-binding.md#sd-trn-rcp-004--collectruntimecandidateprobeprofilerevision	sha256:83087fdb1ef26925311a73a4b51a3485c7bd8c900a65c2de8510b4ca3cbb005f
definition	SD-TRN-RCP-005@1	contracts/runtime-binding.md#sd-trn-rcp-005--applyruntimecandidateprobeprofileingressrecord	sha256:3f191e1cedfd5910a68d0c7799d2088bd25e9798699704d52c48c4316374dcbf
definition	SD-TRN-RST-001@1	contracts/migration-and-restart.md#sd-trn-rst-001--applyruntimerestarttransition	sha256:1bf09625acc7ebc32acff1ffda16a5090f21680961d2e420212fc504abb02b34
definition	SD-TRN-RST-002@1	contracts/migration-and-restart.md#sd-trn-rst-002--applyactiveworkhandoff	sha256:b672d37c3dc32ad1adaeea6220f5afc381485bfc1868e9fd1c1833f544fbb1cd
definition	SD-TRN-RST-003@1	contracts/migration-and-restart.md#sd-trn-rst-003--applyruntimerestartresolution	sha256:cbb31f22fa118073e7232908d1a93d463abd4ccc9d0beae829d683daaff66d6d
definition	SD-TRN-RST-004@1	contracts/migration-and-restart.md#sd-trn-rst-004--applyactiveworkhandoffresolution	sha256:72561cbe75c0fa7fb3fbfd313b1ac677627cdca36e542a8b52cf6375325a0d98
definition	SD-TRN-SBR-001@1	contracts/runtime-binding.md#sd-trn-sbr-001--applysbertruntimetransition	sha256:b3ad7513e160c65f4354b510121abedbbc2aa69f6fc52a53e198f5ef2690db9a
definition	SD-TRN-SRC-001@1	contracts/runtime-binding.md#sd-trn-src-001--applysourceruntimetransition	sha256:601d0675dfd285e7fb9283e925f5abd5139166945e85ac8e3f47b5c80a0cba0a
definition	SD-TRN-STT-001@1	contracts/runtime-binding.md#sd-trn-stt-001--applysttruntimetransition	sha256:dd92c7d32e1805f6aec2162ce24ba664aefa2204e5ef5de31df1533ff6ac87ad
definition	SD-TRN-TTS-001@1	contracts/runtime-binding.md#sd-trn-tts-001--applyttsruntimetransition	sha256:79b2a5f6e17e1120185a0cd255fa1264bfce3adb100e575e55e78ef90c2b4e20
definition	SD-TRN-WAK-001@1	contracts/runtime-binding.md#sd-trn-wak-001--applywakeruntimetransition	sha256:e99b6e769f68d6048a1ff26bbb1db7bf19cf122009ea0a8c599d1ed01facee5f
